aerialway,cable_car
aerialway,gondola
aerialway,chair_lift
aerialway,mixed_lift
aerialway,drag_lift
aerialway,t-bar
aerialway,j-bar
aerialway,platter
aerialway,rope_tow
aerialway,magic_carpet
aerialway,zip_line
aerialway,pylon
aerialway,station
aerialway,canopy
aerialway,goods
aerialway,user defined
aeroway,aerodrome
aeroway,apron
aeroway,gate
aeroway,hangar
aeroway,helipad
aeroway,heliport
aeroway,navigationaid
aeroway,runway
aeroway,spaceport
aeroway,taxiway
aeroway,terminal
aeroway,windsock
amenity,bar
amenity,bbq
amenity,biergarten
amenity,cafe
amenity,drinking_water
amenity,fast_food
amenity,food_court
amenity,ice_cream
amenity,pub
amenity,restaurant
amenity,college
amenity,driving_school
amenity,kindergarten
amenity,language_school
amenity,library
amenity,school
amenity,university
amenity,bicycle_parking
amenity,bicycle_repair_station
amenity,bicycle_rental
amenity,boat_rental
amenity,boat_sharing
amenity,bus_station
amenity,car_rental
amenity,car_sharing
amenity,car_wash
amenity,vehicle_inspection
amenity,charging_station
amenity,ferry_terminal
amenity,fuel
amenity,grit_bin
amenity,motorcycle_parking
amenity,parking
amenity,parking_entrance
amenity,parking_space
amenity,taxi
amenity,atm
amenity,bank
amenity,bureau_de_change
amenity,baby_hatch
amenity,clinic
amenity,dentist
amenity,doctors
amenity,hospital
amenity,nursing_home
amenity,pharmacy
amenity,social_facility
amenity,veterinary
amenity,arts_centre
amenity,brothel
amenity,casino
amenity,cinema
amenity,community_centre
amenity,fountain
amenity,gambling
amenity,nightclub
amenity,planetarium
amenity,public_bookcase
amenity,social_centre
amenity,stripclub
amenity,studio
amenity,swingerclub
amenity,theatre
amenity,animal_boarding
amenity,animal_shelter
amenity,baking_oven
amenity,bench
amenity,clock
amenity,courthouse
amenity,crematorium
amenity,dive_centre
amenity,embassy
amenity,fire_station
amenity,firepit
amenity,grave_yard
amenity,gym
amenity,hunting_stand
amenity,internet_cafe
amenity,kitchen
amenity,kneipp_water_cure
amenity,marketplace
amenity,monastery
amenity,photo_booth
amenity,place_of_worship
amenity,police
amenity,post_box
amenity,post_depot
amenity,post_office
amenity,prison
amenity,public_bath
amenity,public_building
amenity,ranger_station
amenity,recycling
amenity,sanitary_dump_station
amenity,sauna
amenity,shelter
amenity,shower
amenity,telephone
amenity,toilets
amenity,townhall
amenity,vending_machine
amenity,waste_basket
amenity,waste_disposal
amenity,waste_transfer_station
amenity,watering_place
amenity,water_point
amenity,user defined
barrier,cable_barrier
barrier,city_wall
barrier,ditch
barrier,fence
barrier,guard_rail
barrier,handrail
barrier,hedge
barrier,kerb
barrier,retaining_wall
barrier,wall
barrier,block
barrier,bollard
barrier,border_control
barrier,bump_gate
barrier,bus_trap
barrier,cattle_grid
barrier,chain
barrier,cycle_barrier
barrier,debris
barrier,entrance
barrier,full-height_turnstile
barrier,gate
barrier,hampshire_gate
barrier,height_restrictor
barrier,horse_stile
barrier,jersey_barrier
barrier,kissing_gate
barrier,lift_gate
barrier,log
barrier,motorcycle_barrier
